time,value_float,name,application_id,device_id,measurement_id
2024-08-05 01:58:00+00:00,0.45689435336976353,Seasonal_Storage_System,Battery System,Battery,Current
2024-08-05 01:59:00+00:00,0.1037340619307839,Seasonal_Storage_System,Battery System,Battery,Current
2024-08-05 02:00:00+00:00,0.08305100182149405,Seasonal_Storage_System,PV System,PV Inverter,Active Power
2024-08-05 02:01:00+00:00,0.5067213114754101,Seasonal_Storage_System,Battery System,Battery,Current
2024-08-05 02:02:00+00:00,0.30602914389799674,Seasonal_Storage_System,PV System,PV Inverter,Active Power
2024-08-05 02:03:00+00:00,0.629626593806922,Seasonal_Storage_System,Battery System,Battery,Current
2024-08-05 02:04:00+00:00,0.4416575591985432,Seasonal_Storage_System,PV System,PV Inverter,Active Power
2024-08-05 02:05:00+00:00,0.6274134790528237,Seasonal_Storage_System,PV System,PV Inverter,Active Power
2024-08-05 02:06:00+00:00,0.3143260473588346,Seasonal_Storage_System,Battery System,Battery,Current
2024-08-05 02:07:00+00:00,0.6399544626593809,Seasonal_Storage_System,Battery System,Battery,Current
2024-08-05 02:08:00+00:00,0.5119034608378875,Seasonal_Storage_System,PV System,PV Inverter,Active Power
2024-08-05 02:09:00+00:00,0.38053734061930816,Seasonal_Storage_System,Battery System,Battery,Current
2024-08-05 02:10:00+00:00,0.21756830601092952,Seasonal_Storage_System,Battery System,Battery,Current
2024-08-05 02:11:00+00:00,0.45131147540983635,Seasonal_Storage_System,PV System,PV Inverter,Active Power
2024-08-05 02:12:00+00:00,0.17850637522768711,Seasonal_Storage_System,Battery System,Battery,Current
2024-08-05 02:13:00+00:00,0.46132058287796024,Seasonal_Storage_System,PV System,PV Inverter,Active Power
2024-08-05 02:14:00+00:00,0.37955373406193105,Seasonal_Storage_System,PV System,PV Inverter,Active Power
2024-08-05 02:15:00+00:00,0.8829599271402554,Seasonal_Storage_System,Battery System,Battery,Current
2024-08-05 02:16:00+00:00,0.7303005464480878,Seasonal_Storage_System,Battery System,Battery,Current
2024-08-05 02:17:00+00:00,0.6058834244080149,Seasonal_Storage_System,Battery System,Battery,Current
2024-08-05 02:18:00+00:00,0.48347905282331566,Seasonal_Storage_System,PV System,PV Inverter,Active Power
2024-08-05 02:19:00+00:00,0.41438979963570166,Seasonal_Storage_System,Battery System,Battery,Current
2024-08-05 02:20:00+00:00,0.24602003642987297,Seasonal_Storage_System,Battery System,Battery,Current
2024-08-05 02:21:00+00:00,0.7617486338797818,Seasonal_Storage_System,PV System,PV Inverter,Active Power
2024-08-05 02:22:00+00:00,0.26451730418943575,Seasonal_Storage_System,Battery System,Battery,Current
2024-08-05 02:23:00+00:00,0.40015482695810606,Seasonal_Storage_System,Battery System,Battery,Current
2024-08-05 02:24:00+00:00,0.432987249544627,Seasonal_Storage_System,PV System,PV Inverter,Active Power
2024-08-05 02:25:00+00:00,0.500291438979964,Seasonal_Storage_System,Battery System,Battery,Current
2024-08-05 02:26:00+00:00,0.11295081967213157,Seasonal_Storage_System,PV System,PV Inverter,Active Power
2024-08-05 02:27:00+00:00,0.5382513661202188,Seasonal_Storage_System,PV System,PV Inverter,Active Power
2024-08-05 02:28:00+00:00,0.5504098360655741,Seasonal_Storage_System,Battery System,Battery,Current
2024-08-05 02:29:00+00:00,0.48331511839708585,Seasonal_Storage_System,Battery System,Battery,Current
2024-08-05 02:30:00+00:00,0.21066484517304235,Seasonal_Storage_System,Battery System,Battery,Current
2024-08-05 02:31:00+00:00,0.22969034608378924,Seasonal_Storage_System,Battery System,Battery,Current
2024-08-05 02:32:00+00:00,0.37960837887067445,Seasonal_Storage_System,Battery System,Battery,Current
2024-08-05 02:33:00+00:00,0.1515209471766854,Seasonal_Storage_System,PV System,PV Inverter,Active Power
2024-08-05 02:34:00+00:00,0.15519125683060161,Seasonal_Storage_System,PV System,PV Inverter,Active Power
2024-08-05 02:35:00+00:00,0.2599362477231336,Seasonal_Storage_System,Battery System,Battery,Current
2024-08-05 02:36:00+00:00,0.6943260473588347,Seasonal_Storage_System,Battery System,Battery,Current
2024-08-05 02:37:00+00:00,0.5244262295081971,Seasonal_Storage_System,Battery System,Battery,Current
2024-08-05 02:38:00+00:00,0.7803005464480879,Seasonal_Storage_System,Battery System,Battery,Current
2024-08-05 02:39:00+00:00,0.621389144434223,Seasonal_Storage_System,PV System,PV Inverter,Active Power
2024-08-05 02:40:00+00:00,-0.050402930402929966,Seasonal_Storage_System,Battery System,Battery,Current
2024-08-05 02:41:00+00:00,0.3500546448087437,Seasonal_Storage_System,Ventilation,Ventilation 1,Emergency Ventilation 1 Control Signal
2024-08-05 02:42:00+00:00,0.7171402550091078,Seasonal_Storage_System,Ventilation,Ventilation 1,Emergency Ventilation 1 Control Signal
2024-08-05 02:43:00+00:00,0.20054644808743236,Seasonal_Storage_System,Ventilation,Ventilation 1,Emergency Ventilation 1 Control Signal
2024-08-05 02:44:00+00:00,0.5070856102003647,Seasonal_Storage_System,Ventilation,Ventilation 1,Emergency Ventilation 1 Control Signal
2024-08-05 02:45:00+00:00,0.02288706739526467,Seasonal_Storage_System,Ventilation,Ventilation 1,Emergency Ventilation 1 Control Signal
2024-08-05 02:46:00+00:00,0.36187613843351596,Seasonal_Storage_System,Ventilation,Ventilation 1,Emergency Ventilation 1 Control Signal
2024-08-05 02:47:00+00:00,0.4959653916211299,Seasonal_Storage_System,Ventilation,Ventilation 1,Emergency Ventilation 1 Control Signal
2024-08-05 02:48:00+00:00,0.28249544626593853,Seasonal_Storage_System,Ventilation,Ventilation 1,Emergency Ventilation 1 Control Signal
2024-08-05 02:49:00+00:00,0.4852276867030969,Seasonal_Storage_System,Ventilation,Ventilation 1,Emergency Ventilation 1 Control Signal
2024-08-05 02:50:00+00:00,0.3154098360655743,Seasonal_Storage_System,Ventilation,Ventilation 1,Emergency Ventilation 1 Control Signal
2024-08-05 02:51:00+00:00,0.12229508196721371,Seasonal_Storage_System,Ventilation,Ventilation 1,Emergency Ventilation 1 Control Signal
2024-08-05 02:52:00+00:00,0.3428142076502738,Seasonal_Storage_System,Ventilation,Ventilation 1,Emergency Ventilation 1 Control Signal
2024-08-05 02:53:00+00:00,0.6555282331511845,Seasonal_Storage_System,Ventilation,Ventilation 1,Emergency Ventilation 1 Control Signal
2024-08-05 02:54:00+00:00,0.4086538461538467,Seasonal_Storage_System,Ventilation,Ventilation 1,Emergency Ventilation 1 Control Signal
2024-08-05 02:55:00+00:00,0.4395537340619313,Seasonal_Storage_System,Water Plant,Water Tank,Water Feed Tank Low Level Switch
2024-08-05 02:56:00+00:00,0.28282331511839764,Seasonal_Storage_System,Water Plant,Water Tank,Water Feed Tank Low Level Switch
2024-08-05 02:57:00+00:00,0.21682149362477285,Seasonal_Storage_System,Water Plant,Water Tank,Water Feed Tank Low Level Switch
2024-08-05 02:58:00+00:00,0.6919125683060116,Seasonal_Storage_System,Water Plant,Water Tank,Water Feed Tank Low Level Switch
2024-08-05 02:59:00+00:00,0.20343351548269636,Seasonal_Storage_System,Water Plant,Water Tank,Water Feed Tank Low Level Switch
2024-08-05 03:00:00+00:00,0.2854462659380697,Seasonal_Storage_System,Water Plant,Water Tank,Water Feed Tank Low Level Switch
2024-08-05 03:01:00+00:00,0.1438888888888894,Seasonal_Storage_System,Water Plant,Water Tank,Water Feed Tank Low Level Switch
2024-08-05 03:02:00+00:00,0.31307832422586573,Seasonal_Storage_System,Water Plant,Water Tank,Water Feed Tank Low Level Switch
2024-08-05 03:03:00+00:00,-0.025373406193077847,Seasonal_Storage_System,Water Plant,Water Tank,Water Feed Tank Low Level Switch
2024-08-05 03:04:00+00:00,0.13978142076502795,Seasonal_Storage_System,Water Plant,Water Tank,Water Feed Tank Low Level Switch
2024-08-05 03:05:00+00:00,0.008615664845173626,Seasonal_Storage_System,Water Plant,Water Tank,Water Feed Tank Low Level Switch
2024-08-05 03:06:00+00:00,-0.09724954462659337,Seasonal_Storage_System,Water Plant,Water Tank,Water Feed Tank Low Level Switch
2024-08-05 03:07:00+00:00,0.10730418943533748,Seasonal_Storage_System,Water Plant,Water Tank,Water Feed Tank Low Level Switch
2024-08-05 03:08:00+00:00,0.3162568306010935,Seasonal_Storage_System,Water Plant,Water Tank,Water Feed Tank Low Level Switch
2024-08-05 03:09:00+00:00,-0.1519125683060104,Seasonal_Storage_System,Water Plant,Water Tank,Water Feed Tank Low Level Switch
2024-08-05 03:10:00+00:00,0.1690528233151189,Seasonal_Storage_System,Water Plant,Water Tank,Water Feed Tank Low Level Switch
2024-08-05 03:11:00+00:00,0.52464480874317,Seasonal_Storage_System,Water Plant,Drain,Drain High Level Switch
2024-08-05 03:12:00+00:00,0.6253916211293267,Seasonal_Storage_System,Water Plant,Water Tank,Water Feed Tank Low Level Switch
2024-08-05 03:13:00+00:00,0.3286885245901645,Seasonal_Storage_System,Water Plant,Water Tank,Water Feed Tank Low Level Switch
2024-08-05 03:14:00+00:00,0.3767122040072865,Seasonal_Storage_System,Water Plant,Water Tank,Water Feed Tank Low Level Switch
2024-08-05 03:15:00+00:00,0.36142076502732295,Seasonal_Storage_System,Water Plant,Water Tank,Water Feed Tank Low Level Switch
2024-08-05 03:16:00+00:00,-0.1045537340619304,Seasonal_Storage_System,Water Plant,Water Tank,Water Feed Tank Low Level Switch
2024-08-05 03:17:00+00:00,-0.09755009107468078,Seasonal_Storage_System,Water Plant,Water Tank,Water Feed Tank Low Level Switch
2024-08-05 03:18:00+00:00,0.2821766848816034,Seasonal_Storage_System,Water Plant,Water Tank,Water Feed Tank Low Level Switch
2024-08-05 03:19:00+00:00,0.3722586520947181,Seasonal_Storage_System,Water Plant,Water Tank,Water Feed Tank Low Level Switch
2024-08-05 03:20:00+00:00,0.2566575591985434,Seasonal_Storage_System,Water Plant,Water Tank,Water Feed Tank Low Level Switch
2024-08-05 03:21:00+00:00,0.1529690346083794,Seasonal_Storage_System,Water Plant,Drain,Drain High Level Switch
2024-08-05 03:22:00+00:00,-0.17139344262295036,Seasonal_Storage_System,Water Plant,Water Tank,Water Feed Tank Low Level Switch
2024-08-05 03:23:00+00:00,-0.33233151183970816,Seasonal_Storage_System,Water Plant,Drain,Drain High Level Switch
2024-08-05 03:24:00+00:00,0.37417122040072914,Seasonal_Storage_System,Water Plant,Water Tank,Water Feed Tank Low Level Switch
2024-08-05 03:25:00+00:00,-0.12135701275045481,Seasonal_Storage_System,Water Plant,Water Tank,Water Feed Tank Low Level Switch
2024-08-05 03:26:00+00:00,0.4062659380692173,Seasonal_Storage_System,Water Plant,Water Tank,Water Feed Tank Low Level Switch
2024-08-05 03:27:00+00:00,0.2613063477460904,Seasonal_Storage_System,Water Plant,Water Tank,Water Feed Tank Low Level Switch
2024-08-05 03:28:00+00:00,0.5370947176684887,Seasonal_Storage_System,PV System,PV Inverter,Active Power
2024-08-05 03:29:00+00:00,0.13613843351548327,Seasonal_Storage_System,PV System,PV Inverter,Active Power
2024-08-05 03:30:00+00:00,0.32134790528233187,Seasonal_Storage_System,PV System,PV Inverter,Active Power
2024-08-05 03:31:00+00:00,-0.17766848816029104,Seasonal_Storage_System,PV System,PV Inverter,Active Power
2024-08-05 03:32:00+00:00,0.6241165755919859,Seasonal_Storage_System,Battery System,Battery,Current
2024-08-05 03:33:00+00:00,-0.35058287795992654,Seasonal_Storage_System,Battery System,Battery,Current
2024-08-05 03:34:00+00:00,-0.2106284153005459,Seasonal_Storage_System,PV System,PV Inverter,Active Power
2024-08-05 03:35:00+00:00,-0.2542440801457189,Seasonal_Storage_System,Battery System,Battery,Current
2024-08-05 03:36:00+00:00,0.10904371584699496,Seasonal_Storage_System,Battery System,Battery,Current
2024-08-05 03:37:00+00:00,-0.03402550091074633,Seasonal_Storage_System,Water Plant,Water Tank,Water Feed Tank Low Level Switch
2024-08-05 03:38:00+00:00,-0.11762295081967157,Seasonal_Storage_System,Water Plant,Drain,Drain High Level Switch
2024-08-05 03:39:00+00:00,0.211930783242259,Seasonal_Storage_System,Water Plant,Water Tank,Water Feed Tank Low Level Switch
2024-08-05 03:40:00+00:00,-0.39489071038251317,Seasonal_Storage_System,Water Plant,Water Tank,Water Feed Tank Low Level Switch
2024-08-05 03:41:00+00:00,0.18903460837887104,Seasonal_Storage_System,Water Plant,Drain,Drain High Level Switch
2024-08-05 03:42:00+00:00,0.31500000000000045,Seasonal_Storage_System,Water Plant,Water Tank,Water Feed Tank Low Level Switch
2024-08-05 03:43:00+00:00,0.06395264116575627,Seasonal_Storage_System,Water Plant,Drain,Drain High Level Switch
2024-08-05 03:44:00+00:00,0.1464213431462743,Seasonal_Storage_System,Water Plant,Water Tank,Water Feed Tank Low Level Switch
2024-08-05 03:45:00+00:00,-0.11504553734061888,Seasonal_Storage_System,Battery System,Battery,Current
2024-08-05 03:46:00+00:00,0.1526775956284157,Seasonal_Storage_System,Battery System,Battery,Current
2024-08-05 03:47:00+00:00,0.15907103825136643,Seasonal_Storage_System,Battery System,Battery,Current
2024-08-05 03:48:00+00:00,0.1971220400728599,Seasonal_Storage_System,Battery System,Battery,Current
2024-08-05 03:49:00+00:00,0.3537522768670315,Seasonal_Storage_System,Battery System,Battery,Current
2024-08-05 03:50:00+00:00,0.16290528233151222,Seasonal_Storage_System,Battery System,Battery,Current
2024-08-05 03:51:00+00:00,-0.013761384335154407,Seasonal_Storage_System,Battery System,Battery,Current
2024-08-05 03:52:00+00:00,-0.05107468123861519,Seasonal_Storage_System,Battery System,Battery,Current
2024-08-05 03:53:00+00:00,-0.20120218579234916,Seasonal_Storage_System,Battery System,Battery,Current
2024-08-05 03:54:00+00:00,0.34999089253187665,Seasonal_Storage_System,Battery System,Battery,Current
2024-08-05 03:55:00+00:00,0.07234972677595657,Seasonal_Storage_System,Battery System,Battery,Current
